Wrkr_ID,Case_Number,Reg,Off,AcctType,PaymentRecord,Payor_Receiving_Fed_Benefits,Levy_Active,LISAN_Action,Contempt_Action,Number_Emps_Currently,Emp1_End_Date,Case_Years_Open,Payor_Current_Age,PayorGender,Self_Emp,PayorPrsnPast,Month35_CSMSDue,max_paid_times,max_stopped_times,stop_times,Mean_Paid_Percent,Month1_CSMSPaid,Month2_CSMSPaid,Month3_CSMSPaid,Month4_CSMSPaid,Month5_CSMSPaid,Month6_CSMSPaid,Month7_CSMSPaid,Month8_CSMSPaid,Month9_CSMSPaid,Month10_CSMSPaid,Month11_CSMSPaid,Month12_CSMSPaid,Month13_CSMSPaid,Month14_CSMSPaid,Month15_CSMSPaid,Month16_CSMSPaid,Month17_CSMSPaid,Month18_CSMSPaid,Month19_CSMSPaid,Month20_CSMSPaid,Month21_CSMSPaid,Month22_CSMSPaid,Month23_CSMSPaid,Month24_CSMSPaid,Month25_CSMSPaid,Month26_CSMSPaid,Month27_CSMSPaid,Month28_CSMSPaid,Month29_CSMSPaid,Month30_CSMSPaid,Month31_CSMSPaid,Month32_CSMSPaid,Month33_CSMSPaid,Month34_CSMSPaid,Month35_CSMSPaid
C7GA,314554,1,2,12,111111-111111-000100-111111, , , , ,2, ,25.09,47,1,0,1,239,12,3,2,0.697003769,318,318,243.17,59.4,109.65,100,100,318,318,0,0,88,318,318,318,239,132,239,198,143.4,239,286.8,286.8,0,0,0,239,0,0,239,239,239,239,198.52,239
C7GA,466123,1,2,18,111111-111111-111111-000011, , ,WITH, ,1, ,14.35,38,1,0,1,145,18,4,1,0.792199887,197,197,197,197,197,109.1,0,0,0,144.01,197,197,145,145,145,145,145,145,145,120.45,145,145,145,145,145,80.3,145,145,145,0,0,0,0,80.3,145
C7GA,509220,1,2,18,110111-110101-011101-001001, , , , ,0,9/26/2001,18.93,39,1,1,1,50,5,2,7,0.682539683,75,0,75,0,75,0,75,0,75,75,75,75,75,0,75,75,75,75,75,0,75,0,75,0,75,75,75,0,75,0,0,50,0,0,50
C7GA,517100,1,2,18,111111-111111-100000-001011, , , , ,1, ,18.6,53,1,0,1,272,13,7,2,0.622293912,310,310,310,300,300,0,20.61,300,310,204.98,310,298.64,223.98,298.64,292.16,300,300,292.16,291.5,201.84,300,272.99,272,377.27,0,0,0,0,0,0,0,7.49,0,272,272
C7GA,547077,1,2,12,111101-110000-111111-111110, , , , ,1, ,17.8,35,1,0,0,30,11,4,3,0.043360944,2.45,2.35,2.35,2.46,2.24,2.58,2.35,2.35,2.24,8.58,10,9.63,9.98,10,10,0,10,10,8.28,0,0,0,0,1.17,7.72,10.32,11.01,11.01,10.32,11.35,10.32,11.69,10.32,9.63,0
C7GA,552412,1,2,12,100000-000000-000000-000000, , , ,WRNT,0,8/27/2014,14.48,37,1,0,1,50,1,23,1,0.208333333,0,0,0,0,0,0,0,0,60,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,559477,1,2,18,111111-111111-111111-100100, , , , ,0,2/21/2019,15.15,47,1,0,1,173,19,2,2,0.797493445,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,103.43,130.75,207.55,166.01,165.83,207.52,166,166.01,207.5,166.01,166.01,207.5,166.01,166.01,124.5,0,0,25,0,0
C7GA,562539,1,2,18,100111-111110-011111-000000, , ,WITH, ,1, ,17.32,37,1,0,1,390,8,6,3,0.311834402,369.06,329.17,276.63,305.74,230.62,224.76,210.58,249.12,271.33,234.26,260.99,187.15,0,0,82.77,133.82,160.94,258.59,345.49,281.16,312.47,390,0,0,62.25,165.47,193.03,206.74,138.89,0,0,0,0,0,0
C7GA,571411,1,2,12,001111-111111-111000-000111, , , , ,1, ,17.19,40,1,0,1,30,13,6,2,0.214888889,4.56,3.11,0.21,0,0,0,1.2,1.68,1.66,0.53,0,0,0,8.6,8.6,8.6,7.08,7.84,3.5,6.97,6.3,2.06,2.66,0.16,0.56,1.86,0,0,0,0,0,0,29.93,30,30
C7GA,571517,1,2,11,100000-000001-000000-101111, , , ,HEAR,1,1/15/2019,17.14,41,1,0,1,50,4,10,3,0.069844789,0,0,0,40,40,40,40,50,50,50,50,50,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,35,0,35,35,35,42
C7GA,571627,1,2,18,111000-001101-110111-010111, , , ,HEAR,1,11/6/2018,17.15,40,1,0,1,50,3,5,5,0.60645,51.72,50,0,51.72,50,0,0,39.23,50,50,50,50,50,50,0,0,0,0,0,50,50,0,40,50,50,0,50,50.84,50,0,36.9,0,50,50,50
C7GA,572224,1,2,18,111111-000001-111111-111000, , , , ,1, ,17.13,38,1,0,0,229,10,5,2,0.592368996,229,229,229,229,229,229,229,229,81.46,0,0,229,229,229,229,229,137.4,0,0,0,0,0,190.24,53.2,229,229,229,229,229,229,229,126.82,0,0,0
C7GA,578210,1,2,18,100000-000000-000000-000000, , ,SANC, ,0,7/25/2016,16.96,38,1,0,1,119,1,23,1,0.008753501,0,65.9,119,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,580558,1,2,12,111100-001101-110111-011111, , , ,HEAR,1,11/6/2018,16.91,40,1,0,1,50,5,4,4,0.721766667,50,59.37,0,79.37,60,0,0,39.22,50,50,50,50,50,39.22,50,0,0,0,0,50,50,0,40,50,50,0,50,50,50,0,36.9,84.5,65.5,50,50
C7GA,581591,1,2,18,110000-000001-000000-101111, , , ,HEAR,1,1/15/2019,4.95,41,1,0,1,100,4,9,3,0.159008158,0,0,0,20,20,20,20,25,25,25,25,25,48.33,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,50,0,50,50,50,87
C7GA,588258,1,2,18,111111-100011-110111-001110,SSI, , , ,0,11/8/2018,6.03,44,1,0,0,88,7,3,4,0.389205882,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,10,10,10,10,0,88,88,88,0,0,12.36,9.73,0.9,0
C7GA,604669,1,2,18,111111-110000-000001-111111, , , ,WRNT,1, ,16.23,39,1,0,1,109,8,9,1,0.343520435,284.38,153.3,0,0,0,0,185.25,198.79,209.95,229.81,142.64,250.09,52.16,262.39,162.8,164.22,169.77,162.47,9.37,0,0,0,0,0,0,0,0,0,306.4,306.73,355,109,109,109,60.37
C7GA,608458,1,2,12,001000-001000-010001-100100, , , , ,0,6/2/2016,16.11,40,1,1,0,601,2,5,6,0.250002773,0,0,0,0,601,601,0,0,0,601,0,0,0,601,0,0,0,0,0,601,0,0,0,0,601,0,0,0,601,601.04,0,0,601,0,0
C7GA,614613,1,2,12,111101-111111-111111-001011,SSD, , , ,0,10/13/2017,15.94,42,1,0,0,401,13,2,3,0.858000831,401,401,401,401,401,401,401,401,401,401,401,401,401,401,401,0,400,401,2.4,401,401,401,481.2,401,401,401,401,401,401,0,0,559.4,0,799.4,401
C7GA,615591,1,2,18,111111-111111-111111-111000, , , , ,1,11/23/2016,15.92,40,1,0,0,288,21,3,1,0.890490451,265.84,265.84,265.84,265.84,265.84,196.32,0,190.66,288,288,288,318.26,313.84,313.84,313.84,313.84,169.84,457.84,313.84,313.84,314.21,288,288,288,288,144,392.67,323.12,279.64,265.84,321.69,132.92,0,0,0
C7GA,628591,1,2,18,000000-000100-100100-100100, , , , ,2, ,15.53,38,1,0,0,30,1,9,6,0.173611111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,25,0,0,25,0,0,25,0,0
C7GA,635138,1,2,18,101010-110101-011011-011010, , , , ,0,11/4/2013,8.28,52,1,1,1,339,2,1,10,0.600101027,170,170,0,170,170,170,201.59,0,170,170,170,170,0,170,0,170,0,170,170,0,170,0,170,0,339,339,0,339,340,0,339,339,0,339,0
C7GA,642814,1,2,18,000001-111110-111111-101100, , , , ,1, ,5.82,52,1,0,1,345,7,5,4,0.524925121,240.92,0,120.46,435,361.38,435,435,0,0,0,0,0,0,0,0,0,95.53,345,286.59,345,345,345,0,227.67,345,345,345,345,345,191.06,0,345,95.53,0,0
C7GA,647792,1,2,12,001000-000011-110000-010110, , , , ,1,1/3/2019,15.02,39,1,0,1,50,4,7,5,0.292010638,27.68,0,50,0,27.69,50,0,0,50,50,0,0,0,50,0,0,0,0,0,0,0,30,35,30,30,0,0,0,0,0,11.08,0,50,38.41,0
C7GA,650963,1,2,18,010111-011101-001001-011001, , ,SANC, ,0,7/1/2014,14.96,41,1,0,1,131,3,2,8,0.098600509,131,0,30,0,15,30,0,15,15,0,15,0,37.5,0,17.5,15,30,0,15,30,15,0,30,0,0,30,0,0,30,0,15,30,0,0,15
C7GA,655802,1,2,18,001000-000000-000000-000000, , ,SANC, ,0,10/11/2017,14.8,35,1,0,1,80,1,21,2,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,659671,1,2,12,101101-101101-101101-011101,VA, , , ,0,4/13/2012,14.72,44,1,0,0,194,3,1,8,0.69,194,0,194,194,194,194,0,194,194,0,194,194,0,194,194,0,194,194,0,194,194,0,194,194,0,194,194,0,194,0,194,296.64,200,0,194
C7GA,663912,1,2,18,001000-111101-111100-111111, , , , ,1, ,14.48,35,1,0,1,52,6,3,4,0.581049679,0,0,1.32,5.67,5.86,5.67,0,0,0,0,0,0,0,28.8,0,0,0,52,52,46.75,52,0,43.2,52,28.8,52,28.8,0,0,28.8,52,52,52,52,52
C7GA,671263,1,2,12,000000-000000-000000-011110, , , , ,0,2/29/2012,14.4,35,1,0,0,214,4,19,2,0.023237928,0,175.85,214,214,214,214,214,120.67,214,94.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.99,35.08,29.21,35.07,0
C7GA,682068,1,2,12,111011-111111-111111-010111, , , ,HEAR,0,1/16/2013,14,61,1,0,1,67,14,1,3,0.391791045,30,30,0,30,30,30,30,30,30,30,30,30,30,30,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,0,30,30,30
C7GA,684168,1,2,18,000000-000000-000000-000011, , ,WITH, ,1, ,14.03,37,1,0,1,20,2,22,1,0.083333333,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
C7GA,685442,1,2,18,001111-111111-111000-000111, , , , ,1, ,13.95,40,1,0,1,30,13,6,2,0.251694444,4.56,3.11,0.21,0,0,0,1.2,1.68,1.66,0.53,0,0,0,8.6,8.6,8.6,7.08,7.84,30,6.97,6.3,2.06,2.66,0.16,0.56,1.86,0,0,0,0,0,0,29.93,30,30
C7GA,688017,1,2,12,111000-000001-111111-111110, , , , ,0,8/21/2017,4.14,38,1,0,0,30,12,8,2,0.281181435,105.22,105.22,105.22,141.6,105.22,105.22,52.61,99.88,52.61,63.13,40.43,114,116.12,22.85,0,0,0,0,0,0,0,0,3.31,3.2,40.97,25.88,27,27,27,27,27,22.13,24.33,25.33,0
C7GA,689177,1,2,18,000000-000000-001000-000000, , , , ,0,10/3/2016,13.75,41,1,0,1,30,1,14,2,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
C7GA,691616,1,2,18,000000-000001-000000-000100, , , ,HEAR,0,4/17/2015,9,42,1,0,1,20,1,11,3,0.0895,0,20,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,22.96,0,0,0,0,0,0,0,0,0,20,0,0
C7GA,698293,1,2,11,100111-111110-011111-000000, , ,WITH, ,1, ,13.43,37,1,0,1,446,8,6,3,0.287076794,422.06,376.44,316.35,349.64,263.73,257.03,240.81,284.9,310.3,267.9,298.47,214.03,0,0,94.65,153.04,184.04,295.72,395.1,321.53,357.34,181,0,0,71.19,189.23,220.73,236.44,158.83,0,0,0,0,0,0
C7GA,701783,1,2,18,111111-110111-000000-000000, , , , ,0,11/27/2017,10.92,38,1,0,1,50,8,12,2,0.348076923,30,30,30,0,30,30,30,30,30,30,0,30,30,30,30,30,16,16,30,0,50,50,50,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,705408,1,2,11,000000-000001-111111-111110,SSD, , , ,0,1/20/2017,13.33,46,1,0,1,73,12,11,2,0.539487179,75,69.22,69.22,69.22,69.22,96.89,69.22,69.22,0,32.12,0,0,0,0,0,0,0,0,0,0,0,0,75,75,75,75,101,101,101,101,101,101,73,73,0
C7GA,708147,1,2,18,000011-111111-111000-000011, , , , ,1,2/21/2019,13.13,35,1,0,1,498,11,7,2,0.430238454,0,0,0,0,0,0,0,200,200,0,0,0,0,0,0,100,498,498,410.05,276.77,498,400.17,498,408.49,498,135.3,0,0,0,0,0,0,0,498,423.43
C7GA,712455,1,2,18,100011-011010-100001-000101, , , ,HEAR,0,10/22/2010,12.84,31,1,0,1,30,2,4,7,0.405555556,0,0,30,30,30,0,0,30,30,0,0,30,0,0,0,30,30,0,22,30,0,30,0,30,0,0,0,0,30,0,0,0,30,0,30
C7GA,717542,1,2,12,101000-010011-101011-000100,VA, , , ,0,7/21/2014,10.41,36,1,1,1,407,3,4,7,0.49767712,407,407,0,0,407,0,407,0,407,0,407,407,0,407,0,0,0,0,400,0,0,407,200,407,0,200,0,300,400,0,0,0,300,0,0
C7GA,718836,1,2,18,111011-111111-111111-110001, , ,PAGR, ,0,8/30/2017,12.77,33,1,1,1,220,16,3,2,0.370577517,0,0,0,0,0,50,100,80.64,0,30,272,272,215.26,150.64,0,225.96,272,60,40,40,40,40,40,40,40,40,272,272,40,40,40,0,0,0,220
C7GA,723950,1,2,12,111100-001111-100000-000010, , , , ,0,8/16/2018,12.74,34,1,0,0,432,5,9,3,0.295637539,432,432,432,367.75,432,432,432,432,432,432,432,432,432,432,349.91,0,0,0,0,297.78,354.55,119.63,432,213.3,0,0,0,0,0,0,0,0,0,2,0
C7GA,723952,1,2,12,110110-111111-111110-101010, , , , ,0,3/1/2019,12.74,57,1,0,1,879,11,1,6,0.43910457,879,879,879,879,879,879,879,879,879,879,879,879,223.5,0,431.71,290.13,0,243.35,759.27,178.64,704.8,674.13,684.44,879,685.21,830.9,739.54,229,0,462.11,0,276.4,0,92.22,0
C7GA,725233,1,2,12,000000-000000-000000-001000, , , ,WRNT,0,4/16/2013,12.93,51,0,0,0,280,1,20,2,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0
C7GA,725706,1,2,18,111011-111110-111111-011111, , , , ,0,3/23/2018,12.92,51,1,1,1,206,7,1,3,0.350930421,0,83,83,83,85,86,85,85,85,85,85,85,85,85,0,30,30,30,30,30,30,30,0,60,30,30,206,30,30,0,60,206,206,206,206
C7GA,725807,1,2,11,001000-000000-000000-000000, , ,SANC, ,0,6/30/2017,12.87,35,1,0,1,30,1,21,2,0.005080645,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,726686,1,2,18,111011-101000-000111-111110, , , , ,1, ,12.87,29,1,0,1,50,8,6,4,0.569208333,50,50,50,50,50,50,50,50,50,50,50,50,50,50,0,27.69,50,50,0,13.84,0,0,0,0,0,0,50,50,41.52,50,50,50,50,50,0
C7GA,727770,1,2,12,100100-010101-110100-101110, , , , ,0,2/13/2018,12.87,51,1,1,1,232.8,3,3,8,0.454545455,0,194,0,194,0,194,0,0,194,194,0,194,0,0,194,0,0,0,194,0,194,0,194,194,194,0,194,0,0,194,0,194,194,194,0
C7GA,732647,1,2,11,001010-001001-001000-101000, , , ,HEAR,1, ,12.66,36,1,0,1,100,1,3,8,0.258333333,0,0,0,0,0,0,82.5,0,0,0,0,0,0,20,0,100,0,0,0,100,0,0,100,0,0,100,0,0,0,100,0,100,0,0,0
C7GA,736489,1,2,18,101110-000001-000100-000000, , , ,HEAR,0,4/11/2017,12.6,49,1,0,1,250,3,8,4,0.356358333,391,391,216.54,391,391,324.81,0,0,0,0,0,183.15,0,391,391,391,0,0,0,0,0,0,391,0,0,0,391,0,0,0,0,0,0,0,0
C7GA,736787,1,2,18,111110-110001-000001-111111, , ,WITH, ,1, ,12.54,46,1,0,1,30,7,5,3,0.729048426,340,0,0,0,0,0,4.18,7.85,1.54,19.69,20.76,29.98,27.21,31.92,28.88,27.26,0,325.89,129.83,0,0,0,30,0,0,0,0,0,340,340,340,340,340,340,340
C7GA,744655,1,2,18,001110-000011-111111-111100, , , , ,0,12/27/2018,12.38,30,1,1,1,325,12,5,3,0.528205128,0,0,180,325,270,0,90,81.25,105,90,0,0,0,325,325,325,0,0,0,0,0,325,90,325,180,325,325,300,375,300,300,225,75,0,0
C7GA,745547,1,2,11,111000-111111-000000-000000, , ,SANC, ,0,2/19/2018,12.36,38,0,0,0,30,6,12,2,0.283,10,10.08,6,0,0,0,0,0,0,0,0,10,10,10,0,0,0,16.6,24.9,30,30,30,8.3,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,746569,1,2,18,011111-000001-111111-111110, , , , ,1, ,12.33,32,1,1,0,73,12,5,3,0.490426055,102.32,360.1,471,130.43,130.43,0,263.5,41.56,0,0,259.28,0,471,432.86,471,126.45,260.86,0,0,0,0,0,159.44,384.36,471,471,73,73,73,40.44,73,73,73,60.66,0
C7GA,747828,1,2,18,110100-000000-000000-000000, , , , ,0,10/4/2017,12.29,39,1,0,1,30,2,20,2,0.076222222,0,0,0,30,0,25,25,11.06,30,24.88,24.88,30,8.29,0,16.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,750780,1,2,18,001111-111011-110011-000000, , , , ,0,4/26/2017,12.22,36,1,0,1,30,7,6,4,0.46784375,50,50,50,50,50,50,50,50,50,50,0,0,0,30,44.13,15,50,30,30,30,0,40,40,30,30,0,0,50,30,0,0,0,0,0,0
C7GA,750873,1,2,12,111111-111111-011111-001111, , , ,HEAR,2, ,12.2,34,0,0,1,145,12,2,2,0.766051724,0,0,0,0,0,145,145,0,0,40.15,39.08,62.78,112.45,145,145,145,145,145,145,145,145,145,118.23,0,145,145,145,145,145,0,0,80.3,90,27.1,145
C7GA,753122,1,2,12,111011-111011-111111-110010, , , , ,1, ,12.13,30,1,0,1,50,10,2,4,0.719025,0,0,50,50,50,50,50,50,50,50,50,50,50,27.69,0,50,50,100,46.14,23.07,0,50,46.12,46.12,46.12,50,46.12,50,46.12,46.12,11.53,0,0,27.68,0
C7GA,756567,1,2,12,010010-000000-010000-000000, , , ,WRNT,1, ,12.03,41,0,0,0,245,1,10,4,0.041738095,245,245,245,135.69,0,0,0,245,245,245,0,0,63.75,0,0,100,0,0,0,0,0,0,0,0,81.67,0,0,0,0,0,0,0,0,0,0
C7GA,756801,1,2,18,010110-000000-010000-000000, , , ,WRNT,1, ,12.03,41,0,0,0,220,2,10,4,0.085337121,220,220,220,121.84,0,0,0,220,220,220,0,0,57.25,0,220,100,0,0,0,0,0,0,0,0,73.33,0,0,0,0,0,0,0,0,0,0
C7GA,761237,1,2,12,111111-110000-000001-111111, , , , ,1, ,11.9,39,1,0,1,370,8,9,1,0.406453829,296.39,159.78,138.8,0,0,0,193.08,207.18,218.81,239.52,148.66,260.65,54.37,273.48,169.67,171.16,176.95,169.33,9.76,0,0,0,0,0,0,0,0,0,319.34,319.69,370,370,370,370,204.91
C7GA,764851,1,2,12,000010-000000-000011-111111, , , , ,1, ,11.8,38,1,0,1,170,8,11,2,0.25237538,0,163.38,295,295,295,183.65,0,0,0,0,0,0,0,0,0,63.87,0,0,0,0,0,0,0,0,0,0,0,163.38,295,163.38,295,170,170,170,170
C7GA,767226,1,2,12,110000-011100-000100-000000, , ,SANC, ,0,8/24/2018,11.72,38,1,0,0,477,3,8,3,0.152522711,0,0,132.09,477,0,477,477,365.93,347.69,161.89,317.46,323.25,193.95,0,0,0,0,0,221.95,295.94,369.92,0,0,0,0,0,341.07,0,0,0,0,0,0,0,0
C7GA,768091,1,2,18,000000-000000-000000-010000, , , , ,0,9/14/2017,11.7,30,1,0,0,30,1,19,2,0.000358025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0
C7GA,780820,1,2,18,000000-000000-000000-000111, , , , ,1,10/19/2016,8.59,31,1,0,1,245,3,21,1,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,245,245
C7GA,783738,1,2,12,011111-011000-011111-011000, , ,SRVY, ,2, ,11.28,35,0,0,1,60,5,4,5,0.480048611,0,33.23,60,33.23,6.02,0,0,33.22,0,0,0,0,60,60,60,60,60,0,60,33.22,0,0,0,0,25,25,60,55,50,0,49.83,33.22,0,0,0
C7GA,786296,1,2,12,111011-111111-101101-111111, , , , ,1, ,11.18,31,1,0,0,370,9,1,3,0.828097015,478,377.97,478,478,373.17,385.75,0,248.39,478,478,478,478,478,475.85,0,381.71,478,478,478,478,478,475.95,290.82,478,0,264.73,478,0,478,478,478,478,478,370,370
C7GA,791478,1,2,12,000111-111111-111111-111110, , , , ,1, ,11,31,1,0,1,30,20,3,2,0.249847222,0,6.62,10.19,6.72,16.6,0,0,0,0,0,0,0,0,0,0.47,0.87,0.83,1.65,1.89,0.59,5.84,4.23,9.6,10.66,13.15,16.13,16.13,16.13,14.56,5.59,0.76,0.81,30,30,0
C7GA,793688,1,2,18,000111-111111-111111-111110, , , , ,1, ,10.39,31,1,0,1,50,20,3,2,0.24477551,0,11.04,16.99,11.19,27.68,0,0,50,0,0,0,0,0,0,0.79,1.44,1.38,2.76,3.15,0.99,9.74,7.06,16.01,17.76,21.91,26.88,26.88,26.88,24.28,9.31,1.28,1.35,50,50,0
C7GA,800853,1,2,18,000111-111110-000000-000000, , , , ,0,10/5/2018,10.71,38,1,0,1,50,8,13,2,0.103031746,0,0,0,0,119.06,0,0,0,0,0,0,0,0,0,31.68,32.4,25.42,35.92,29.28,20.34,13.51,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,804602,1,2,12,011100-000000-000000-000000, , ,SANC, ,0,7/7/2017,7.73,39,1,0,0,483.75,3,20,2,0.093278208,197.91,483.75,387.77,383.3,117.08,0,0,0,0,0,0,0,307.33,476.18,299.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C7GA,804744,1,2,12,111000-011000-000000-000011, , ,SRVN, ,1, ,10.6,32,1,0,1,75,3,13,2,0.172327778,75,0,4.49,0,0,0,0,0,62.28,41.52,20.76,14.86,41.52,75,0,0,0,0,20.76,41.52,0,0,0,0,0,0,0,0,0,0,0,0,0,41.53,75
C7GA,807845,1,2,18,111111-111100-111111-111110, , , , ,2, ,10.51,37,1,0,1,42,11,2,2,0.559772222,24.55,19.93,43.77,10.59,21.37,9.8,1.55,4.98,82.97,124.76,146.44,162.5,134.42,64.93,31.96,38.67,102.88,41.88,42,42,42,0,0,6.23,37.83,42,33.09,25.84,22.21,42,42,35.6,10.25,7.3,0
C7GA,809861,1,2,12,100011-011010-100001-000101, , , ,HEAR,0,10/22/2010,10.44,31,1,0,1,40,2,4,7,0.404166667,0,0,40,40,40,0,0,40,40,0,0,40,0,0,0,40,40,0,28,40,0,40,0,40,0,0,0,0,40,0,0,0,40,0,40
C7GA,812153,1,2,12,010000-000000-000010-000000, , , ,HEAR,0,8/1/2017,10.13,40,0,0,0,85,1,14,3,0.074509804,0,85,0,85,39.22,19.61,0,18.01,23.53,0,85,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
C7GA,817036,1,2,12,111111-111111-011101-110000, , , ,HEAR,0,11/29/2018,10.25,35,1,0,1,132,12,4,3,0.736335227,0,0,0,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,91.7,0,129.01,132,132,0,132,132,132,0,0,0,0
C7GA,819078,1,2,18,001111-111111-111110-011101, , ,CONF, ,0,1/15/2019,10.19,40,1,1,1,170,15,2,3,0.547556373,10,0,60,0,60,0,0,28.92,170,84.69,143.79,0,0,60,143.86,170,68.5,47.95,170,170,170,170,170,170,170,97.76,136.63,36.22,0,0,73.93,140.3,48.88,0,20
C7GA,825165,1,2,18,000000-000000-000000-001110, , , , ,0,10/16/2017,9.98,29,1,0,0,287,3,20,2,0.006996924,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.66,14.8,17.76,0
C7GA,827847,1,2,18,111111-111111-111111-100010, , , , ,1, ,9.93,47,1,0,1,490.24,19,3,2,0.752654312,0,0,0,0,0,0,0,30,30,30,271.51,490.24,490.24,490.24,490.24,490.24,490.24,490.24,382.79,490.24,490.24,490.24,490.24,490.24,490.24,490.24,490.24,370.31,490.24,192.31,0,0,0,66.3,0
C7GA,833844,1,2,12,000000-010000-000000-000001, , , , ,1, ,9.78,29,1,0,1,470,1,15,2,0.074236702,594,594,594,548.28,274.14,470,470,303.31,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.39
C7GA,840111,1,2,18,011000-000000-000011-111111, , , , ,2, ,9.61,41,1,0,1,195,8,13,2,0.336444444,0,0,0,0,0,0,0,0,0,0,0,0,7.81,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,195,195,195,195,195,195,195,195
C7GA,847713,1,2,18,111111-111100-010000-011101, , , , ,1, ,6.99,26,1,0,1,105,10,5,3,0.117123016,0,0,0,0,0,0,0,6.26,16.26,15.12,6.72,8.82,10.5,7.14,11.55,10.08,13.86,17.52,22.56,7.73,3.5,0,0,0,105,0,0,0,0,0,6.81,13.39,27.62,0,29.07
C7GA,852913,1,2,18,111110-000000-000001-111111, , , ,HEAR,2, ,6.64,35,1,0,1,489,7,12,1,0.247868098,0,0,88.84,0,406.23,489,489,489,263.03,263.03,489,70.84,131.51,170.68,106.28,176.17,0,0,0,0,0,0,0,0,0,0,0,0,145.26,16.82,135.42,489,489,489,489
C7GA,866186,1,2,18,111101-111100-010111-110110, , ,WITH, ,1, ,8.87,34,1,0,1,36,5,3,5,0.565846154,23.25,17.44,0,30,30,23.25,23.25,28.24,30,30,30,30,30,30,30,0,4,28.79,8.3,30,23.66,0,0,0,30,0,30,30,30,30,30,0,30,16.61,0
C7GA,867342,1,2,18,111111-111111-111100-001010, , ,WITH, ,0,6/4/2014,8.83,38,1,1,0,50,16,4,3,0.71157429,940.35,752.28,752.28,940.35,752.28,940.35,752.28,752.28,940.35,752.28,752.28,940.35,752.28,752.28,940.35,752.28,752.28,940.35,730.57,752.28,940.35,752.28,752.28,940.35,752.28,752.28,484.14,0,0,0,0,50.01,0,50,0
C7GA,869159,1,2,18,001111-111111-111100-000111, , , , ,1, ,8.79,40,1,0,1,30,14,5,2,0.239805556,4.56,3.1,0.2,0,0,0,1.2,1.68,1.66,0.53,0,0,0,8.6,8.6,8.6,7.08,7.84,3.5,6.97,6.3,2.06,2.66,0.16,0.56,1.86,17.94,0,0,0,0,0,29.93,30,30
C7GA,871233,1,2,18,111100-001111-100000-000010, , , , ,0,8/16/2018,8.72,34,1,0,0,391,5,9,3,0.295635124,10,10,11.08,332.85,391,391,391,391,391,391,391,391,391,391,316.7,0,0,0,0,269.51,320.89,108.27,391,193.06,0,0,0,0,0,0,0,0,0,1.81,0
